VideoID,Title,Description,Comment,Preprocessed Comment,Sentiment,Polarity Score,Compound Score
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",I thought Jake Paul knocked out Mike:( and I was sad,thought jake paul knocked mike sad,Negative,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Why Mike Tyson 😢😢😢,mike tyson 😢😢😢,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Biggest upset in boxing history,biggest upset boxing history,Negative,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3818}",-0.3818
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",❤❤ toopppp tayson,❤❤ toopppp tayson,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",this is pathetic,pathetic,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",-0.5719
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Old Kratos vs baldur❤❤😢😢😢,old kratos v baldur❤❤😢😢😢,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",disgrace,disgrace,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",I’ve watched WWE matches with less cooperation,’ watched wwe match less cooperation,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",It was hilarious Tyson almost weaving and diving on instinct and stopping biting the gloves going back to jakes range,hilarious tyson almost weaving diving instinct stopping biting glove going back jakes range,Positive,"{'neg': 0.104, 'neu': 0.653, 'pos': 0.243, 'compound': 0.2782}",0.2782
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",İnanılmaz döyüş səhnəsi,i̇nanılmaz döyüş səhnəsi,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Boo Paul,boo paul,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Do you understand  what&#39;s going on ❤❤,understand what39s going ❤❤,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Hey everybody...this is just a show ❤❤❤but not a fight......so make can take home  20 million dollars ❤,hey everybodythis show ❤❤❤but fightso make take home 20 million dollar ❤,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",I didn&#39;t watch this.was it that bad??,didn39t watch thiswas bad,Negative,"{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.5423}",-0.5423
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",That cheap shot by Jake was insane,cheap shot jake insane,Negative,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}",-0.4019
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Bro really fought each over for clout bro is fighting and old man here but I mean he is Mike but it’s so unfair becuase Mike has been through a lot and probably got like really weak since he is now nearly 60 wich is honestly crazy in my opinion,bro really fought clout bro fighting old man mean mike ’ unfair becuase mike lot probably got like really weak since nearly 60 wich honestly crazy opinion,Negative,"{'neg': 0.36, 'neu': 0.496, 'pos': 0.144, 'compound': -0.8067}",-0.8067
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",zaman kaybı bir maç ve video. izledim ve boşuna zamanım gitti diye bileceğim yegane videolardan biri,zaman kaybı bir maç video izledim boşuna zamanım gitti diye bileceğim yegane videolardan biri,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",he is old,old,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","<a href=""https://youtube.com/@khushboo_kdk?si=i6KtMWnuElf2capN"">https://youtube.com/@khushboo_kdk?si=i6KtMWnuElf2capN</a>",hrefhttpsyoutubecomkhushbookdksii6ktmwnuelf2capnhttpsyoutubecomkhushbookdksii6ktmwnuelf2capna,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","<a href=""https://youtube.com/@khushboo_kdk?si=i6KtMWnuElf2capN"">https://youtube.com/@khushboo_kdk?si=i6KtMWnuElf2capN</a>",hrefhttpsyoutubecomkhushbookdksii6ktmwnuelf2capnhttpsyoutubecomkhushbookdksii6ktmwnuelf2capna,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Pathetic joke, absolute disrespect to boxing.",pathetic joke absolute disrespect boxing,Negative,"{'neg': 0.607, 'neu': 0.187, 'pos': 0.206, 'compound': -0.6486}",-0.6486
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Fix,fix,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","I knew Tyson was losing because I am turning into a senior citizen in a couple of days.  On some days I am stronger and faster than the 28 year olds in my gym.  But, as soon as they resist me, my body turns into an earthquake.  It&#39;s the resistance threshold that gets lost with age.  The big tree just can&#39;t handle the hurricanes anymore.",knew tyson losing turning senior citizen couple day day stronger faster 28 year old gym soon resist body turn earthquake it39s resistance threshold get lost age big tree can39t handle hurricane anymore,Negative,"{'neg': 0.134, 'neu': 0.795, 'pos': 0.071, 'compound': -0.3182}",-0.3182
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Okay guys we all know it was rigged, right?",okay guy know rigged right,Negative,"{'neg': 0.338, 'neu': 0.405, 'pos': 0.257, 'compound': -0.1531}",-0.1531
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Tyson looks old.<br>people just get tired as they age.,tyson look oldbrpeople get tired age,Negative,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}",-0.4404
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Mike tayson😢❤,mike tayson😢❤,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Bro it was scripted,bro scripted,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",نسس,نسس,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Many of the comments have more than 1000 likes,many comment 1000 like,Positive,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",COWARD JAKE PAUL I challenge you to lose me if you can. I know Jake Paul you coward you don&#39;t have the guts to fight me.,coward jake paul challenge lose know jake paul coward don39t gut fight,Negative,"{'neg': 0.577, 'neu': 0.357, 'pos': 0.066, 'compound': -0.875}",-0.875
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",so bad fake,bad fake,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.765}",-0.765
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Nmms,nmms,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Anyone notice Jake Paul doesn&#39;t even keep his gloves up to protect his face? Like even amateur boxers should know.,anyone notice jake paul doesn39t even keep glove protect face like even amateur boxer know,Positive,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6249}",0.6249
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Just saw the timelapse... That fight was sold,saw timelapse fight sold,Negative,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3818}",-0.3818
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",This match was the biggest FIXed in an open world. Mike did it just for Money.,match biggest fixed open world mike money,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Mike tyson is unavailable 💪,mike tyson unavailable 💪,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",WWE is better than this.......,wwe better,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Boxing used to be cool,boxing used cool,Positive,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",0.3182
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",If mike tyson was in his age then jake knockout in 1st round🤣🤣,mike tyson age jake knockout 1st round🤣🤣,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",????,,Neutral,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",27 vs 58,27 v 58,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",54 Years grandpa By 27 Years Young Boy 😪 What Could we expect?,54 year grandpa 27 year young boy 😪 could expect,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","тайсон победил бы и все мы знаем почему он проиграл<br>но надо отдать должное сопернику,я бы не хотел выходить против тайсона даже заведомо зная что я выйграю",тайсон победил бы и все мы знаем почему он проигралbrно надо отдать должное соперникуя бы не хотел выходить против тайсона даже заведомо зная что я выйграю,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Jake Paul looks a lot faster . Unless of course. Tyson punches quicker than the camera. Jake Paul has been doing great.,jake paul look lot faster unless course tyson punch quicker camera jake paul great,Positive,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}",0.6249
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",bruh buck breaking of the year bruh ohio white boy goated wit da sauce mane no cap on god bruh ☝☝🔥🔥🔥💯💯💯🥶🥶🤑🤑🤑💪💪💪💪,bruh buck breaking year bruh ohio white boy goated wit da sauce mane cap god bruh ☝☝🔥🔥🔥💯💯💯🥶🥶🤑🤑🤑💪💪💪💪,Positive,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}",0.2732
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Tyson has children who can be trained to become a new generation of boxers if the children are willing,tyson child trained become new generation boxer child willing,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Jakes running away …,jakes running away …,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",How did Mike Tyson lose🤯🤯 Jake Paul should always lose <br> 🤯🤯🤬🤬🤬🤬🤬🤬🤬🤬,mike tyson lose🤯🤯 jake paul always lose br 🤯🤯🤬🤬🤬🤬🤬🤬🤬🤬,Negative,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",-0.4019
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Tyson selled his talent,tyson selled talent,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",This is like a fight between a healthy men in his 20&#39;s fighting his granfather we all know would win,like fight healthy men 2039s fighting granfather know would win,Positive,"{'neg': 0.267, 'neu': 0.262, 'pos': 0.471, 'compound': 0.5994}",0.5994
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",bro was so hungry he ate his glove instead of his ear💀,bro hungry ate glove instead ear💀,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
