VideoID,Title,Description,Comment,Preprocessed Comment,Sentiment,Polarity Score,Compound Score
l5jftj5qMgo,Interesting Topics for speech | 5 Topics | English Topics | Speech Or Presentation,Hello there - The video has no voice so do not be panic. - As I have uploaded 5 main interesting topics for your speech or class ...,Allah ap ko kmyab kra,allah ap ko kmyab kra,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
l5jftj5qMgo,Interesting Topics for speech | 5 Topics | English Topics | Speech Or Presentation,Hello there - The video has no voice so do not be panic. - As I have uploaded 5 main interesting topics for your speech or class ...,Thnks,thnks,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
l5jftj5qMgo,Interesting Topics for speech | 5 Topics | English Topics | Speech Or Presentation,Hello there - The video has no voice so do not be panic. - As I have uploaded 5 main interesting topics for your speech or class ...,THE IMPORTANCE OF HARD WORK …My fav topic 🎉❤… i got first position in english speech competition just because of your topic 🎉🎉🎉,importance hard work …my fav topic 🎉❤… got first position english speech competition topic 🎉🎉🎉,Positive,"{'neg': 0.074, 'neu': 0.635, 'pos': 0.291, 'compound': 0.6249}",0.6249
l5jftj5qMgo,Interesting Topics for speech | 5 Topics | English Topics | Speech Or Presentation,Hello there - The video has no voice so do not be panic. - As I have uploaded 5 main interesting topics for your speech or class ...,Finally I got new topics for my assignment 😍❤️,finally got new topic assignment 😍❤️,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
l5jftj5qMgo,Interesting Topics for speech | 5 Topics | English Topics | Speech Or Presentation,Hello there - The video has no voice so do not be panic. - As I have uploaded 5 main interesting topics for your speech or class ...,First 2 topics are good 👍<br>1) Value of time.⏰<br>2) Money can&#39;t buy happiness.😊,first 2 topic good 👍br1 value time⏰br2 money can39t buy happiness😊,Positive,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6486}",0.6486
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,More topics,topic,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,Badddddddff,badddddddff,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,Thank you,thank,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,Racism 🎉 thnx,racism 🎉 thnx,Negative,"{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}",-0.6249
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,"Chill, it&#39;s just about refund details and anticipated actions",chill it39s refund detail anticipated action,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,Very😊 good ❤,very😊 good ❤,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,🦁,🦁,Neutral,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,Thanks didi 😊😊😊😊,thanks didi 😊😊😊😊,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,Hello di kuch naye topic sssss doooo ❤🙏🙏ye sab boring hai,hello di kuch naye topic sssss doooo ❤🙏🙏ye sab boring hai,Negative,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}",-0.3182
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,What does it mean generation gap,mean generation gap,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,Role communist party of China presention urdu,role communist party china presention urdu,Positive,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,What happen,happen,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,Congratulations forr 1 k ♥️,congratulation forr 1 k ♥️,Positive,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994
ZvduNtfT1dc,Best Topics for Presentation / Topic for speech / Interesting Topics,education #dipika #subscribe.,"How do I make a presentation that&#39;s not too personal, social or political, but still important for people to know, but not too complicated or full of not so interesting facts that won&#39;t make me look too stupid or too smart and won&#39;t draw much attention too me, but is still unique?",make presentation that39s personal social political still important people know complicated full interesting fact won39t make look stupid smart won39t draw much attention still unique,Positive,"{'neg': 0.108, 'neu': 0.665, 'pos': 0.228, 'compound': 0.4215}",0.4215
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",🥲,🥲,Neutral,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",So stupid video!,stupid video,Negative,"{'neg': 0.773, 'neu': 0.227, 'pos': 0.0, 'compound': -0.5267}",-0.5267
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",I am in 7 grand and it help so much Jessica,7 grand help much jessica,Positive,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",❤😊🎉 Hey My Friend,❤😊🎉 hey friend,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",dont get it.......🙃,dont get it🙃,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","<a href=""https://www.youtube.com/watch?v=2R-9T9TgGnE&amp;t=51"">0:51</a>",hrefhttpswwwyoutubecomwatchv2r9t9tggneampt51051a,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Finally have time to do my essay that was assigned 1 month ago but due today 🥰,finally time essay assigned 1 month ago due today 🥰,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",have you seen godzila????,seen godzila,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","3 years later, I&#39;m a freshman in college, and I can truly say that I take such pride in my writings. Everytime I write an essay, I always receive excellent reviews. Thnak you so much for getting me started on the right foot!",3 year later i39m freshman college truly say take pride writing everytime write essay always receive excellent review thnak much getting started right foot,Positive,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.8402}",0.8402
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Writing an interesting topic sentences ... 🤔<br>Ill just go scrolling and find some good comment to discuss to elaborate,writing interesting topic sentence 🤔brill go scrolling find good comment discus elaborate,Positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.7096}",0.7096
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",❤,❤,Neutral,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Thanks you helped me for doing my homework!,thanks helped homework,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",In Russia she is Filthy yellow ass,russia filthy yellow as,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Madam  I&#39;m from somalia and i support you so i need some help please i don&#39;t have someone how make practice so i wanna to make you group whatsApp speak english only voice,madam i39m somalia support need help please don39t someone make practice wan na make group whatsapp speak english voice,Positive,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.7717}",0.7717
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","If you put the speed at .75 it&#39;s a little easier to follow, or maybe I am just slow xD",put speed 75 it39s little easier follow maybe slow xd,Positive,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7436}",0.7436
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Whos in 2023,who 2023,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","I have a final exam tmr, I’m so glad I found this channel in time. It simplifies everything for me!! Ty 🙏🏼👍🏼",final exam tmr ’ glad found channel time simplifies everything ty 🙏🏼👍🏼,Positive,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.6808}",0.6808
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",POV:- You have a English writing exam in 2 hours,pov english writing exam 2 hour,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Leap test is today and i don&#39;t now how to write an essay😢,leap test today don39t write essay😢,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","Uni had a Session to learn this in a Zoom Meeting, the Host never showed, Thanks for saving me!",uni session learn zoom meeting host never showed thanks saving,Negative,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.3412}",-0.3412
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Go slower,go slower,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Can you explain annotated bibliography please,explain annotated bibliography please,Positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Wait... You guys are native English speakers and cant solve a topic sentence? <br><br>Well then im fucked,wait guy native english speaker cant solve topic sentence brbrwell im fucked,Negative,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.7363}",-0.7363
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Why do I need to learn how to write an essay!? When will I ever use this is my lifetime after high school,need learn write essay ever use lifetime high school,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Can someone give me creative topic sentences!! would mean a lot- i have a test coming up and i absolutely need it!!,someone give creative topic sentence would mean lot test coming absolutely need,Positive,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4939}",0.4939
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","<a href=""https://www.youtube.com/watch?v=2R-9T9TgGnE&amp;t=18"">0:18</a><br><br><br>WOW, Vladimir Putin.<br><br><br>RUSSIA!!!!",hrefhttpswwwyoutubecomwatchv2r9t9tggneampt18018abrbrbrwow vladimir putinbrbrbrrussia,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Thank you for helping me not fail my 9th grade honors English class,thank helping fail 9th grade honor english class,Positive,"{'neg': 0.227, 'neu': 0.26, 'pos': 0.513, 'compound': 0.5267}",0.5267
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",JUST PERFECT,perfect,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Thank,thank,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Me too,,Neutral,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",So what is a topic sentence?,topic sentence,Positive,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.0772}",0.0772
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","She&#39;s cute and I am blushing, oh my :).",she39s cute blushing oh,Positive,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}",0.4588
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",cute teacher,cute teacher,Positive,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Pov: you have an exam and your school is too lazy to teach you properly and you want to blow the teacher’s mind,pov exam school lazy teach properly want blow teacher ’ mind,Negative,"{'neg': 0.212, 'neu': 0.678, 'pos': 0.11, 'compound': -0.296}",-0.296
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Useless,useless,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Modules,module,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",You&#39;re a godss !!! thanks for saving my life and making it much more easier &lt;3,you39re godss thanks saving life making much easier lt3,Positive,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.6908
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Tankyou,tankyou,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Good,good,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",hi,hi,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","shit, my major exam in a few minutes RIP me.  I hope that I won&#39;t forget what I have watched.",shit major exam minute rip hope won39t forget watched,Negative,"{'neg': 0.382, 'neu': 0.417, 'pos': 0.201, 'compound': -0.3818}",-0.3818
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","So.... i got nothing but crap from this video like what were u trying to say i clearly didnt get it.<br>There wasnt even any specific types of tips or certain words or adjectives to use, just &quot;HOWEVER&quot;. LIKE WTH BRUH",got nothing crap video like u trying say clearly didnt get itbrthere wasnt even specific type tip certain word adjective use quothoweverquot like wth bruh,Negative,"{'neg': 0.234, 'neu': 0.552, 'pos': 0.214, 'compound': -0.162}",-0.162
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Great points,great point,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","Question: In the last topic sentence example, what is the topic and what is the central point?",question last topic sentence example topic central point,Positive,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}",0.0772
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Im doing a essay and everyone has finished but me because I was on quarantine.,im essay everyone finished quarantine,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Great video,great video,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",I thought I was just stupid. Thank you comments for making me feel better<br>(This didn’t help- I can’t even get the topic sentence for the first paragraph- A for Effort though),thought stupid thank comment making feel betterbrthis ’ help ’ even get topic sentence first paragraph effort though,Positive,"{'neg': 0.155, 'neu': 0.548, 'pos': 0.297, 'compound': 0.2732}",0.2732
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Pov:Your teacher is making you make topic sentences,povyour teacher making make topic sentence,Positive,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0772
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...","Ngl, but I got nothing out of that",ngl got nothing,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",looks like i&#39;m not the only one that has to write an essay. good luck to all of you. i hope your writer&#39;s block crumbles!!,look like i39m one write essay good luck hope writer39s block crumbles,Positive,"{'neg': 0.137, 'neu': 0.33, 'pos': 0.533, 'compound': 0.8126}",0.8126
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",pov: You are writing an essay and you forgot how to write a topic sentence.,pov writing essay forgot write topic sentence,Positive,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}",0.0772
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",Ok,ok,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",My teacher is making me watch this and I’m not mad-,teacher making watch ’ mad,Negative,"{'neg': 0.516, 'neu': 0.484, 'pos': 0.0, 'compound': -0.4939}",-0.4939
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",i dont understand what you said,dont understand said,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2R-9T9TgGnE,How to Write a Topic Sentence | Scribbr 🎓,"Topic sentence is essential to every essay, it expresses what the paragraph is about and shows the connection between your ...",i have to type an essay for this Serial Podcast and have no clue what im doing.,type essay serial podcast clue im,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
