VideoID,Title,Description,Comment,Polarity Score,Sentiment
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",They had this fight planned,"{'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.4588}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","India vs Brazil….saved the day, this fight is really sad to watch !!","{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.7892}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Simplemente  tizón ya está de eada y se le nota el cansancio ya no está para esas peas ya paso su tiempo epa,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",There was a lot of to be explained bout that fight...I heard from some fight news the boxing gloves <br>Was 14 oz not 10 oz as usual the 14 ones are heavy and plus mike’s knee was not on point at all <br><br>I was felt mad disappointed but I’m glad one of my hero’s Mike Tyson is okay. 🥊,"{'neg': 0.093, 'neu': 0.809, 'pos': 0.099, 'compound': 0.34}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Cool so when is Jake gonna actually fight a real opponent in his prime? Or is he just content with elder abuse?,"{'neg': 0.261, 'neu': 0.655, 'pos': 0.084, 'compound': -0.7059}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",The days of GRACE is over Mike Tyson. Respect to your name.,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.7672}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Dislike button ✅,"{'neg': 0.722, 'neu': 0.278, 'pos': 0.0, 'compound': -0.3818}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","<a href=""https://www.youtube.com/watch?v=NdXxcCf-XdU"">https://youtu.be/NdXxcCf-XdU?si=cQuNgDPmeLI1SlUR</a> 😮","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",The amount of people that thinks this was a real fight and not staged and rehearsed like WWE is mind-blowing,"{'neg': 0.118, 'neu': 0.769, 'pos': 0.113, 'compound': -0.0258}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",... so sad ...,"{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5256}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",This bout was never about boxing; it was all about money!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Clearly fixed. Not even a question,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",I don&#39;t know what kind of drugs he took when he was in training looks more sharp then real fight I don&#39;t understand,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3818}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Tyson 1, Paul 1 People who Paid 0.🤣","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",At least we got a great womens fight,"{'neg': 0.222, 'neu': 0.427, 'pos': 0.35, 'compound': 0.3612}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","<a href=""https://www.youtube.com/watch?v=Aja2KfuoqGA&amp;t=89"">1:29</a> LMAO I&#39;m sorry","{'neg': 0.146, 'neu': 0.336, 'pos': 0.519, 'compound': 0.6523}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Lets give it up for mike bro. He&#39;s a legend. He&#39;s the greatest to ever do it,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6369}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Let&#39;s give it up for Mike bro, he&#39;s a legend. He&#39;s the greatest to ever do it","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6369}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Thanks god i didnt see anything,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.6124}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",27 anos contra um de 58,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Did Tyson train with Rocky before this fight? His defense resembled it.😂,"{'neg': 0.207, 'neu': 0.69, 'pos': 0.103, 'compound': -0.3612}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","If Mike would have Seen a glimpse of Tupac in the crowd, it would have been game over. Those who know, know.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Someone got blessed,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Even the box is not box anymore. The world is going down with the light speed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",jake did more dancing than boxing 😂,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Con 60 años está dando la talla:0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Cm org tolol bin dungu yg bilang jake paul hebat bs mnglhkn tyson😂lawak paul brni sm yg sdh jd kakek2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",WE WANT DAVID TUA VS JAKE PAUL!!!!,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.3544}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Completely fake and staged. If Mike Tyson was fighting for real, Jake Paul would have been carried out on a stretcher.","{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.7089}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Parabéns pelo espetáculo, já podem ser contatados para fazer filmes em Hollywood 😅","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Mike&#39;s sparring vids were legit and his pad work showed impeccable power and combos... but his footwork is long gone... understandably so.<br><br>Joke Paul never let Mike close the distance. 90% of the fight was Jake hopping backwards and throwing jabs from a distance. All Jake wanted to to land enough punches to win by decision.<br><br>Mike never got to throw any combos.<br><br>Some say the fight was staged, I say Mike never got a fair fight. Jake should have engaged in the fight like a man. This was a boxing match not a tag game.<br><br>Jake knew what he was doing and he knew well Mike even at 58 is a superior fighter than Jake will ever be.","{'neg': 0.119, 'neu': 0.722, 'pos': 0.159, 'compound': 0.7397}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",He def would have beaten him in his prime,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",Negative
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Even despite Mike&#39;s defeat, the fight was more of a commercial event than a classic competition, but it showed that even at an advanced age, Iron Mike remains a legend.","{'neg': 0.06, 'neu': 0.799, 'pos': 0.141, 'compound': 0.3485}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Like I wanted Mike Tyson to win but at the same time you expect Jake Paul to win cause he is younger and more faster and then Mike Tyson is in he’s 50’s and hasn’t been fighting in years it’s just a disappointment 😢,"{'neg': 0.145, 'neu': 0.679, 'pos': 0.176, 'compound': 0.1655}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Looks like it&#39;s been practiced beforehand.  Waste of time lmao,"{'neg': 0.173, 'neu': 0.432, 'pos': 0.395, 'compound': 0.5574}",Positive
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Quem é Jake paul ? Kkk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","That&#39;s why it was on netflix, it was thrown.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Mike Tyson❣,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",It’s only because bro is too old now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.",Garbage,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,"Watch the highlights of Jake Paul's unanimous decision victory over Mike Tyson at AT&T Stadium in Arlington, Texas. Paul vs.","Ty was offered $20M for this fight, which is about twice his net-worth in money. he wasn’t allowed to knock Paul out though.","{'neg': 0.113, 'neu': 0.789, 'pos': 0.098, 'compound': -0.1027}",Negative
